rowID,Season,Episode,Scene,Line in Episode,Speaker,Line,Characters
67,1,1,14,67,jon,Lord Stark? There are five pups One for each of the Stark children The direwolf is the sigil of your House They were meant to have them,"['Jon Snow', 'Eddard Stark', 'Theon Greyjoy', 'Bran Stark', 'Robb Stark', 'Rodrik Cassel', 'Jory Cassel', 'Grey Wind', 'Lady', 'Nymeria', 'Summer', 'Shaggydog', 'Ghost']"
68,1,1,14,68,ned,"You will train them yourselves You will feed them yourselves And if they die, you will bury them yourselves","['Jon Snow', 'Eddard Stark', 'Theon Greyjoy', 'Bran Stark', 'Robb Stark', 'Rodrik Cassel', 'Jory Cassel', 'Grey Wind', 'Lady', 'Nymeria', 'Summer', 'Shaggydog', 'Ghost']"
69,1,1,14,69,bran,What about you?,"['Jon Snow', 'Eddard Stark', 'Theon Greyjoy', 'Bran Stark', 'Robb Stark', 'Rodrik Cassel', 'Jory Cassel', 'Grey Wind', 'Lady', 'Nymeria', 'Summer', 'Shaggydog', 'Ghost']"
70,1,1,14,70,jon,I'm not a Stark Get on,"['Jon Snow', 'Eddard Stark', 'Theon Greyjoy', 'Bran Stark', 'Robb Stark', 'Rodrik Cassel', 'Jory Cassel', 'Grey Wind', 'Lady', 'Nymeria', 'Summer', 'Shaggydog', 'Ghost']"
71,1,1,14,71,robb,What is it?,"['Jon Snow', 'Eddard Stark', 'Theon Greyjoy', 'Bran Stark', 'Robb Stark', 'Rodrik Cassel', 'Jory Cassel', 'Grey Wind', 'Lady', 'Nymeria', 'Summer', 'Shaggydog', 'Ghost']"
72,1,1,14,72,theon,"The runt of the litter That one's yours, Snow","['Jon Snow', 'Eddard Stark', 'Theon Greyjoy', 'Bran Stark', 'Robb Stark', 'Rodrik Cassel', 'Jory Cassel', 'Grey Wind', 'Lady', 'Nymeria', 'Summer', 'Shaggydog', 'Ghost']"
73,1,1,15,73,jaime,"As your brother, I feel it's my duty to warn you You worry too much It's starting to show","['Jon Arryn', 'Cersei Lannister', 'Jaime Lannister']"
74,1,1,15,74,cersei,"And you never worry about anything When we were seven, you jumped off the cliffs as Casterly Rock One hundred foot drop into the water And you were never afraid","['Jon Arryn', 'Cersei Lannister', 'Jaime Lannister']"
75,1,1,15,75,jaime,There was nothing to be afraid of until you told father We're Lannisters Lannisters don't act like fools,"['Jon Arryn', 'Cersei Lannister', 'Jaime Lannister']"
76,1,1,15,76,cersei,What if Jon Arryn told someone?,"['Jon Arryn', 'Cersei Lannister', 'Jaime Lannister']"
77,1,1,15,77,jaime,But who would he tell?,"['Jon Arryn', 'Cersei Lannister', 'Jaime Lannister']"
78,1,1,15,78,cersei,My husband,"['Jon Arryn', 'Cersei Lannister', 'Jaime Lannister']"
79,1,1,15,79,jaime,"If he told the king, both our heads would be skewered on the city gates by now Whatever Jon Arryn knew or didn't know, it died with him And Robert will choose a new Hand of the king, someone to do his job while he's off fucking boars and hunting whores Or is it the other way around? And life will go on","['Jon Arryn', 'Cersei Lannister', 'Jaime Lannister']"
80,1,1,15,80,cersei,You should be the Hand of the king,"['Jon Arryn', 'Cersei Lannister', 'Jaime Lannister']"
81,1,1,15,81,jaime,"That's an honor I can do without Their days are too long, their lives are too short","['Jon Arryn', 'Cersei Lannister', 'Jaime Lannister']"
82,1,1,16,82,catelyn,All these years and I still feel like an outsider when I come here,"['Catelyn Stark', 'Eddard Stark']"
83,1,1,16,83,ned,You have five northern children You're not an outsider,"['Catelyn Stark', 'Eddard Stark']"
84,1,1,16,84,catelyn,I wonder if the old gods agree,"['Catelyn Stark', 'Eddard Stark']"
85,1,1,16,85,ned,It's your gods with all the rules,"['Catelyn Stark', 'Eddard Stark']"
86,1,1,16,86,catelyn,"I am so sorry, my love","['Catelyn Stark', 'Eddard Stark']"
87,1,1,16,87,ned,Tell me,"['Catelyn Stark', 'Eddard Stark']"
88,1,1,16,88,catelyn,There was a raven from Kings Landing Jon Arryn is dead A fever took him I know he was like a father to you,"['Catelyn Stark', 'Eddard Stark']"
89,1,1,16,89,ned,Your sister The boy,"['Catelyn Stark', 'Eddard Stark']"
90,1,1,16,90,catelyn,They both have their health Gods be good The raven brought more news The king rides for Winterfell With the queen and all the rest of them,"['Catelyn Stark', 'Eddard Stark']"
91,1,1,16,91,ned,"He's coming this far North, there's only one thing he's after","['Catelyn Stark', 'Eddard Stark']"
92,1,1,16,92,catelyn,"You can always say no, Ned","['Catelyn Stark', 'Eddard Stark']"
93,1,1,17,93,catelyn,We need plenty of candles for Lord Tyrion's chamber I'm told he reads all night,"['Catelyn Stark', 'Maester Luwin']"
94,1,1,17,94,maester luwin,I'm told he drinks all night,"['Catelyn Stark', 'Maester Luwin']"
95,1,1,17,95,catelyn,How much could he possibly drink? A man of his stature,"['Catelyn Stark', 'Maester Luwin']"
96,1,1,17,96,luwin,We've brought up eight barrels of ale from the cellar Perhaps we'll find out,"['Catelyn Stark', 'Maester Luwin']"
97,1,1,17,97,catelyn,"In any case, candles","['Catelyn Stark', 'Maester Luwin']"
98,1,1,18,98,jon,Why's your mother so dead-set on us getting pretty for the king?,"['Robb Stark', 'Theon Greyjoy', 'Jon Snow']"
99,1,1,18,99,theon,"It's for the queen, I bet I hear she","['Robb Stark', 'Theon Greyjoy', 'Jon Snow']"
100,1,1,18,100,robb,I hear the prince is a right royal prick,"['Robb Stark', 'Theon Greyjoy', 'Jon Snow']"
101,1,1,18,101,theon,Think of all those southern girls he gets to stab with his right royal prick,"['Robb Stark', 'Theon Greyjoy', 'Jon Snow']"
102,1,1,18,102,robb,"Go on, Tommy, shave him good He's never met a girl he likes better than his own hair","['Robb Stark', 'Theon Greyjoy', 'Jon Snow']"
103,1,1,19,103,catelyn,"Gods, but they grow fast Brandon","['Bran Stark', 'Catelyn Stark', 'Maester Luwin', 'Summer', 'Arya Stark', 'Joffrey Baratheon', 'Sandor Clegane', 'Rickon Stark', 'Eddard Stark', 'Sansa Stark', 'Theon Greyjoy', 'Jon Snow', 'Jory Cassel', 'Hodor', 'Rodrik Cassel', 'Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister', 'Myrcella Baratheon', 'Tommen Baratheon']"
104,1,1,19,104,bran,I saw the king! He's got hundreds of people,"['Bran Stark', 'Catelyn Stark', 'Maester Luwin', 'Summer', 'Arya Stark', 'Joffrey Baratheon', 'Sandor Clegane', 'Rickon Stark', 'Eddard Stark', 'Sansa Stark', 'Theon Greyjoy', 'Jon Snow', 'Jory Cassel', 'Hodor', 'Rodrik Cassel', 'Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister', 'Myrcella Baratheon', 'Tommen Baratheon']"
105,1,1,19,105,catelyn,How many times have I told you No climbing,"['Bran Stark', 'Catelyn Stark', 'Maester Luwin', 'Summer', 'Arya Stark', 'Joffrey Baratheon', 'Sandor Clegane', 'Rickon Stark', 'Eddard Stark', 'Sansa Stark', 'Theon Greyjoy', 'Jon Snow', 'Jory Cassel', 'Hodor', 'Rodrik Cassel', 'Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister', 'Myrcella Baratheon', 'Tommen Baratheon']"
106,1,1,19,106,bran,But he's coming right now! Down our road,"['Bran Stark', 'Catelyn Stark', 'Maester Luwin', 'Summer', 'Arya Stark', 'Joffrey Baratheon', 'Sandor Clegane', 'Rickon Stark', 'Eddard Stark', 'Sansa Stark', 'Theon Greyjoy', 'Jon Snow', 'Jory Cassel', 'Hodor', 'Rodrik Cassel', 'Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister', 'Myrcella Baratheon', 'Tommen Baratheon']"
107,1,1,19,107,catelyn,I want you to promise me No more climbing,"['Bran Stark', 'Catelyn Stark', 'Maester Luwin', 'Summer', 'Arya Stark', 'Joffrey Baratheon', 'Sandor Clegane', 'Rickon Stark', 'Eddard Stark', 'Sansa Stark', 'Theon Greyjoy', 'Jon Snow', 'Jory Cassel', 'Hodor', 'Rodrik Cassel', 'Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister', 'Myrcella Baratheon', 'Tommen Baratheon']"
108,1,1,19,108,bran,I promise,"['Bran Stark', 'Catelyn Stark', 'Maester Luwin', 'Summer', 'Arya Stark', 'Joffrey Baratheon', 'Sandor Clegane', 'Rickon Stark', 'Eddard Stark', 'Sansa Stark', 'Theon Greyjoy', 'Jon Snow', 'Jory Cassel', 'Hodor', 'Rodrik Cassel', 'Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister', 'Myrcella Baratheon', 'Tommen Baratheon']"
109,1,1,19,109,catelyn,D'you know what?,"['Bran Stark', 'Catelyn Stark', 'Maester Luwin', 'Summer', 'Arya Stark', 'Joffrey Baratheon', 'Sandor Clegane', 'Rickon Stark', 'Eddard Stark', 'Sansa Stark', 'Theon Greyjoy', 'Jon Snow', 'Jory Cassel', 'Hodor', 'Rodrik Cassel', 'Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister', 'Myrcella Baratheon', 'Tommen Baratheon']"
110,1,1,19,110,bran,What?,"['Bran Stark', 'Catelyn Stark', 'Maester Luwin', 'Summer', 'Arya Stark', 'Joffrey Baratheon', 'Sandor Clegane', 'Rickon Stark', 'Eddard Stark', 'Sansa Stark', 'Theon Greyjoy', 'Jon Snow', 'Jory Cassel', 'Hodor', 'Rodrik Cassel', 'Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister', 'Myrcella Baratheon', 'Tommen Baratheon']"
111,1,1,19,111,catelyn,You always look at your feet before you lie Run and find your father Tell him the king is close,"['Bran Stark', 'Catelyn Stark', 'Maester Luwin', 'Summer', 'Arya Stark', 'Joffrey Baratheon', 'Sandor Clegane', 'Rickon Stark', 'Eddard Stark', 'Sansa Stark', 'Theon Greyjoy', 'Jon Snow', 'Jory Cassel', 'Hodor', 'Rodrik Cassel', 'Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister', 'Myrcella Baratheon', 'Tommen Baratheon']"
112,1,1,19,112,catelyn,"Where's Arya? Sansa, where's your sister?","['Bran Stark', 'Catelyn Stark', 'Maester Luwin', 'Summer', 'Arya Stark', 'Joffrey Baratheon', 'Sandor Clegane', 'Rickon Stark', 'Eddard Stark', 'Sansa Stark', 'Theon Greyjoy', 'Jon Snow', 'Jory Cassel', 'Hodor', 'Rodrik Cassel', 'Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister', 'Myrcella Baratheon', 'Tommen Baratheon']"
113,1,1,19,113,ned,"Hey,, hey, hey, hey What are you doing with that on?","['Bran Stark', 'Catelyn Stark', 'Maester Luwin', 'Summer', 'Arya Stark', 'Joffrey Baratheon', 'Sandor Clegane', 'Rickon Stark', 'Eddard Stark', 'Sansa Stark', 'Theon Greyjoy', 'Jon Snow', 'Jory Cassel', 'Hodor', 'Rodrik Cassel', 'Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister', 'Myrcella Baratheon', 'Tommen Baratheon']"
114,1,1,19,114,arya,Move,"['Bran Stark', 'Catelyn Stark', 'Maester Luwin', 'Summer', 'Arya Stark', 'Joffrey Baratheon', 'Sandor Clegane', 'Rickon Stark', 'Eddard Stark', 'Sansa Stark', 'Theon Greyjoy', 'Jon Snow', 'Jory Cassel', 'Hodor', 'Rodrik Cassel', 'Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister', 'Myrcella Baratheon', 'Tommen Baratheon']"
115,1,1,19,115,ned,Your Grace,"['Bran Stark', 'Catelyn Stark', 'Maester Luwin', 'Summer', 'Arya Stark', 'Joffrey Baratheon', 'Sandor Clegane', 'Rickon Stark', 'Eddard Stark', 'Sansa Stark', 'Theon Greyjoy', 'Jon Snow', 'Jory Cassel', 'Hodor', 'Rodrik Cassel', 'Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister', 'Myrcella Baratheon', 'Tommen Baratheon']"
116,1,1,19,116,robert,You've got fat,"['Bran Stark', 'Catelyn Stark', 'Maester Luwin', 'Summer', 'Arya Stark', 'Joffrey Baratheon', 'Sandor Clegane', 'Rickon Stark', 'Eddard Stark', 'Sansa Stark', 'Theon Greyjoy', 'Jon Snow', 'Jory Cassel', 'Hodor', 'Rodrik Cassel', 'Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister', 'Myrcella Baratheon', 'Tommen Baratheon']"
