1,1,20,0:23:39,0:29:16,"[{'name': 'Bran Stark'}, {'name': 'Catelyn Stark'}, {'name': 'Maester Luwin'}, {'name': 'Summer'}, {'name': 'Arya Stark'}, {'name': 'Joffrey Baratheon', 'weapon': [{'action': 'has', 'name': ""Lion's Tooth""}]}, {'name': 'Sandor Clegane'}, {'name': 'Rickon Stark'}, {'name': 'Eddard Stark'}, {'name': 'Sansa Stark'}, {'name': 'Theon Greyjoy'}, {'name': 'Jon Snow'}, {'name': 'Jory Cassel'}, {'name': 'Hodor'}, {'name': 'Rodrik Cassel'}, {'name': 'Robert Baratheon', 'title': 'King'}, {'name': 'Cersei Lannister'}, {'name': 'Jaime Lannister'}, {'name': 'Myrcella Baratheon'}, {'name': 'Tommen Baratheon'}]"
1,1,21,0:29:16,0:30:47,"[{'name': 'Robert Baratheon', 'title': 'King'}, {'name': 'Eddard Stark'}]"
1,1,22,0:30:47,0:32:57,"[{'name': 'Jaime Lannister'}, {'name': 'Tyrion Lannister', 'sex': {'with': ['Ros'], 'type': 'paid', 'when': 'present'}}, {'name': 'Ros', 'sex': {'with': ['Tyrion Lannister'], 'type': 'paid', 'when': 'present'}}]"
1,1,23,0:32:57,0:33:45,"[{'name': 'Robert Baratheon', 'title': 'King'}, {'name': 'Eddard Stark'}]"
1,1,24,0:33:45,0:36:17,"[{'name': 'Daenerys Targaryen'}, {'name': 'Viserys Targaryen'}]"
1,1,25,0:36:17,0:38:23,"[{'name': 'Daenerys Targaryen'}, {'name': 'Viserys Targaryen'}, {'name': 'Illyrio Mopatis'}, {'name': 'Khal Drogo', 'title': 'Khal'}, {'name': 'Qotho'}]"
1,1,26,0:38:23,0:40:05,"[{'name': 'Viserys Targaryen'}, {'name': 'Illyrio Mopatis'}, {'name': 'Daenerys Targaryen'}]"
1,1,27,0:40:05,0:40:56,"[{'name': 'Catelyn Stark'}, {'name': 'Sansa Stark'}]"
1,1,28,0:40:56,0:41:19,"[{'name': 'Robert Baratheon', 'title': 'King'}, {'name': 'Catelyn Stark'}, {'name': 'Cersei Lannister'}, {'name': 'Rodrik Cassel'}]"
1,1,29,0:41:19,0:44:14,"[{'name': 'Jon Snow'}, {'name': 'Benjen Stark'}, {'name': 'Tyrion Lannister'}]"
1,1,30,0:44:14,0:47:28,"[{'name': 'Rodrik Cassel'}, {'name': 'Benjen Stark'}, {'name': 'Eddard Stark'}, {'name': 'Robb Stark'}, {'name': 'Robert Baratheon', 'title': 'King'}, {'name': 'Catelyn Stark'}, {'name': 'Cersei Lannister'}, {'name': 'Sansa Stark'}, {'name': 'Joffrey Baratheon'}, {'name': 'Jaime Lannister'}, {'name': 'Arya Stark'}, {'name': 'Theon Greyjoy'}]"
1,1,31,0:47:28,0:50:29,"[{'name': 'Eddard Stark'}, {'name': 'Catelyn Stark'}, {'name': 'Maester Luwin'}]"
1,1,32,0:50:29,0:56:05,"[{'name': 'Khal Drogo', 'title': 'Khal', 'married': {'to': 'Daenerys Targaryen', 'when': 'present', 'type': 'arranged', 'consummated': True}}, {'name': 'Daenerys Targaryen', 'title': 'Khaleesi', 'married': {'to': 'Khal Drogo', 'when': 'present', 'type': 'arranged', 'consummated': True}}, {'name': 'Viserys Targaryen'}, {'name': 'Illyrio Mopatis'}, {'name': 'Qotho'}, {'name': 'Jorah Mormont'}, {'name': 'Drogon', 'born': False}, {'name': 'Rhaegal', 'born': False}, {'name': 'Viserion', 'born': False}]"
1,1,33,0:56:05,0:57:48,"[{'name': 'Khal Drogo', 'title': 'Khal', 'sex': {'with': ['Daenerys Targaryen'], 'when': 'present', 'type': 'rape'}}, {'name': 'Daenerys Targaryen', 'title': 'Khaleesi', 'sex': {'with': ['Khal Drogo'], 'when': 'present', 'type': 'rape'}}]"
1,1,34,0:57:48,0:59:06,"[{'name': 'Tyrion Lannister'}, {'name': 'Sandor Clegane'}, {'name': 'Theon Greyjoy'}, {'name': 'Eddard Stark'}, {'name': 'Benjen Stark'}, {'name': 'Robb Stark'}, {'name': 'Robert Baratheon', 'title': 'King'}, {'name': 'Bran Stark'}, {'name': 'Summer'}]"
1,1,35,0:59:06,1:00:57,"[{'name': 'Bran Stark'}, {'name': 'Summer'}, {'name': 'Jaime Lannister', 'sex': {'with': ['Cersei Lannister'], 'when': 'present', 'type': 'love'}}, {'name': 'Cersei Lannister', 'sex': {'with': ['Jaime Lannister'], 'when': 'present', 'type': 'love'}}]"
1,2,0,0:02:22,0:05:28,"[{'name': 'Jorah Mormont'}, {'name': 'Daenerys Targaryen', 'title': 'Khaleesi'}, {'name': 'Khal Drogo', 'title': 'Khal'}, {'name': 'Viserys Targaryen'}, {'name': 'Doreah'}, {'name': 'Irri'}, {'name': 'Jhiqui'}]"
1,2,1,0:05:28,0:07:05,"[{'name': 'Tyrion Lannister'}, {'name': 'Joffrey Baratheon', 'weapon': [{'action': 'has', 'name': ""Lion's Tooth""}]}, {'name': 'Sandor Clegane'}]"
1,2,2,0:07:05,0:09:18,"[{'name': 'Tyrion Lannister'}, {'name': 'Jaime Lannister'}, {'name': 'Cersei Lannister'}, {'name': 'Tommen Baratheon'}, {'name': 'Myrcella Baratheon'}]"
1,2,3,0:09:18,0:11:44,"[{'name': 'Catelyn Stark'}, {'name': 'Bran Stark'}, {'name': 'Cersei Lannister'}]"
1,2,4,0:11:44,0:13:26,"[{'name': 'Jon Snow'}, {'name': 'Jaime Lannister'}]"
1,2,5,0:13:26,0:15:43,"[{'name': 'Arya Stark', 'weapon': [{'action': 'receives', 'name': 'Needle'}]}, {'name': 'Nymeria'}, {'name': 'Jon Snow', 'weapon': [{'action': 'gives', 'name': 'Needle'}]}]"
1,2,6,0:15:43,0:19:22,"[{'name': 'Catelyn Stark'}, {'name': 'Jon Snow'}, {'name': 'Bran Stark'}, {'name': 'Eddard Stark'}]"
1,2,7,0:19:22,0:20:07,"[{'name': 'Jon Snow'}, {'name': 'Robb Stark'}]"
1,2,8,0:20:07,0:21:51,"[{'name': 'Tyrion Lannister'}, {'name': 'Benjen Stark'}, {'name': 'Eddard Stark'}, {'name': 'Jon Snow'}]"
1,2,9,0:21:51,0:25:10,"[{'name': 'Robert Baratheon', 'title': 'King'}, {'name': 'Eddard Stark'}]"
1,2,10,0:25:10,0:25:56,"[{'name': 'Khal Drogo', 'title': 'Khal', 'sex': {'with': ['Daenerys Targaryen'], 'when': 'present', 'type': 'rape'}}, {'name': 'Daenerys Targaryen', 'title': 'Khaleesi', 'sex': {'with': ['Khal Drogo'], 'when': 'present', 'type': 'rape'}}, {'name': 'Drogon', 'born': False}, {'name': 'Rhaegal', 'born': False}, {'name': 'Viserion', 'born': False}]"
1,2,11,0:25:56,0:29:16,"[{'name': 'Jon Snow'}, {'name': 'Ghost'}, {'name': 'Benjen Stark'}, {'name': 'Tyrion Lannister'}, {'name': 'Rast'}]"
1,2,12,0:29:16,0:32:28,"[{'name': 'Catelyn Stark'}, {'name': 'Bran Stark'}, {'name': 'Maester Luwin'}, {'name': 'Robb Stark'}, {'name': 'Catspaw Assassin', 'alive': False, 'mannerOfDeath': 'Mauling', 'killedBy': ['Summer'], 'weapon': [{'action': 'has', 'name': 'Valyrian Steel Dagger'}]}, {'name': 'Summer'}]"
1,2,13,0:32:28,0:34:21,"[{'name': 'Daenerys Targaryen', 'title': 'Khaleesi'}, {'name': 'Doreah'}, {'name': 'Irri'}, {'name': 'Jhiqui'}, {'name': 'Drogon', 'born': False}, {'name': 'Rhaegal', 'born': False}, {'name': 'Viserion', 'born': False}]"
1,2,14,0:34:21,0:34:53,"[{'name': 'Benjen Stark'}, {'name': 'Jon Snow'}, {'name': 'Tyrion Lannister'}]"
1,2,15,0:34:53,0:36:12,[{'name': 'Catelyn Stark'}]
1,2,16,0:36:12,0:38:01,"[{'name': 'Catelyn Stark'}, {'name': 'Robb Stark'}, {'name': 'Maester Luwin'}, {'name': 'Rodrik Cassel', 'weapon': [{'action': 'has', 'name': 'Valyrian Steel Dagger'}]}, {'name': 'Theon Greyjoy'}]"
1,2,17,0:38:01,0:38:54,"[{'name': 'Catelyn Stark'}, {'name': 'Bran Stark'}]"
1,2,18,0:38:54,0:40:37,"[{'name': 'Daenerys Targaryen', 'title': 'Khaleesi'}, {'name': 'Doreah'}]"
1,2,19,0:40:37,0:42:47,"[{'name': 'Drogon', 'born': False}, {'name': 'Rhaegal', 'born': False}, {'name': 'Viserion', 'born': False}, {'name': 'Khal Drogo', 'title': 'Khal', 'sex': {'with': ['Daenerys Targaryen'], 'when': 'present', 'type': 'love'}}, {'name': 'Daenerys Targaryen', 'title': 'Khaleesi', 'sex': {'with': ['Khal Drogo'], 'when': 'present', 'type': 'love'}}]"
1,2,20,0:42:47,0:44:38,"[{'name': 'Sansa Stark'}, {'name': 'Lady'}, {'name': 'Joffrey Baratheon', 'weapon': [{'action': 'has', 'name': ""Lion's Tooth""}]}, {'name': 'Sandor Clegane'}, {'name': 'Ilyn Payne'}]"
1,2,21,0:44:38,0:47:21,"[{'name': 'Arya Stark'}, {'name': 'Mycah'}, {'name': 'Joffrey Baratheon', 'weapon': [{'action': 'loses', 'name': ""Lion's Tooth""}]}, {'name': 'Sansa Stark'}, {'name': 'Nymeria'}]"
1,2,22,0:47:21,0:48:12,"[{'name': 'Arya Stark'}, {'name': 'Nymeria'}]"
1,2,23,0:48:12,0:48:50,"[{'name': 'Eddard Stark'}, {'name': 'Jory Cassel'}]"
1,2,24,0:48:50,0:52:59,"[{'name': 'Eddard Stark'}, {'name': 'Arya Stark'}, {'name': 'Joffrey Baratheon'}, {'name': 'Cersei Lannister'}, {'name': 'Robert Baratheon', 'title': 'King'}, {'name': 'Ilyn Payne'}, {'name': 'Sansa Stark'}, {'name': 'Jory Cassel'}]"
1,2,25,0:52:59,0:53:30,"[{'name': 'Sandor Clegane'}, {'name': 'Mycah', 'alive': False, 'mannerOfDeath': 'Horse', 'killedBy': ['Sandor Clegane']}, {'name': 'Eddard Stark'}]"
1,2,26,0:53:30,0:53:41,"[{'name': 'Bran Stark'}, {'name': 'Summer'}]"
1,2,27,0:53:41,0:54:09,"[{'name': 'Lady'}, {'name': 'Eddard Stark'}]"
1,2,28,0:54:09,0:54:25,"[{'name': 'Bran Stark'}, {'name': 'Summer'}]"
1,2,29,0:54:25,0:54:35,"[{'name': 'Eddard Stark'}, {'name': 'Lady', 'alive': False, 'mannerOfDeath': 'Stab', 'killedBy': ['Eddard Stark']}]"
1,2,30,0:54:35,0:54:44,"[{'name': 'Bran Stark'}, {'name': 'Summer'}]"
1,3,0,0:01:47,0:02:42,"[{'name': 'Eddard Stark'}, {'name': 'Sansa Stark'}, {'name': 'Arya Stark'}, {'name': 'Jory Cassel'}, {'name': 'Septa Mordane'}, {'name': 'Royal Steward'}]"
1,3,1,0:02:42,0:05:17,"[{'name': 'Eddard Stark'}, {'name': 'Jaime Lannister'}]"
1,3,2,0:05:17,0:08:11,"[{'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Lord Varys'}, {'name': 'Grand Maester Pycelle'}, {'name': 'Renly Baratheon'}, {'name': 'Petyr Baelish'}]"
1,3,3,0:08:11,0:10:50,"[{'name': 'Joffrey Baratheon'}, {'name': 'Cersei Lannister'}]"
1,3,4,0:10:50,0:12:11,"[{'name': 'Arya Stark'}, {'name': 'Sansa Stark'}, {'name': 'Septa Mordane'}, {'name': 'Eddard Stark', 'title': 'Hand'}]"
1,3,5,0:12:11,0:15:48,"[{'name': 'Arya Stark', 'weapon': [{'action': 'has', 'name': 'Needle'}]}, {'name': 'Eddard Stark', 'title': 'Hand'}]"
1,3,6,0:15:48,0:18:50,"[{'name': 'Bran Stark'}, {'name': 'Old Nan'}, {'name': 'Robb Stark'}]"
1,3,7,0:18:50,0:21:42,"[{'name': 'Rodrik Cassel', 'weapon': [{'action': 'gives', 'name': 'Valyrian Steel Dagger'}]}, {'name': 'Catelyn Stark'}, {'name': 'Petyr Baelish'}, {'name': 'Lord Varys', 'weapon': [{'action': 'receives', 'name': 'Valyrian Steel Dagger'}]}]"
1,3,8,0:21:42,0:23:18,"[{'name': 'Tyrion Lannister'}, {'name': 'Jeor Mormont'}, {'name': 'Alliser Thorne'}, {'name': 'Jon Snow'}, {'name': 'Pypar'}, {'name': 'Grenn'}, {'name': 'Rast'}]"
1,3,9,0:23:18,0:24:07,"[{'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Grand Maester Pycelle'}, {'name': 'Petyr Baelish'}]"
1,3,10,0:24:07,0:24:42,"[{'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Petyr Baelish'}, {'name': 'Catelyn Stark'}]"
1,3,11,0:24:42,0:26:42,"[{'name': 'Jon Snow'}, {'name': 'Rast'}, {'name': 'Grenn'}, {'name': 'Pypar'}, {'name': 'Tyrion Lannister'}]"
1,3,12,0:26:42,0:27:19,"[{'name': 'Petyr Baelish'}, {'name': 'Catelyn Stark'}, {'name': 'Eddard Stark', 'title': 'Hand'}]"
1,3,13,0:27:19,0:28:28,"[{'name': 'Cersei Lannister'}, {'name': 'Jaime Lannister'}]"
1,3,14,0:28:28,0:30:07,"[{'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Catelyn Stark'}, {'name': 'Rodrik Cassel'}, {'name': 'Jory Cassel'}]"
1,3,15,0:30:07,0:34:39,"[{'name': 'Robert Baratheon', 'title': 'King'}, {'name': 'Barristan Selmy'}, {'name': 'Lancel Lannister'}, {'name': 'Jaime Lannister'}]"
1,3,16,0:34:39,0:38:17,"[{'name': 'Khal Drogo', 'title': 'Khal'}, {'name': 'Daenerys Targaryen', 'title': 'Khaleesi'}, {'name': 'Jorah Mormont'}, {'name': 'Viserys Targaryen'}, {'name': 'Rakharo'}, {'name': 'Irri'}]"
1,3,17,0:38:17,0:41:52,"[{'name': 'Jon Snow'}, {'name': 'Benjen Stark'}]"
1,3,18,0:41:52,0:45:46,"[{'name': 'Tyrion Lannister'}, {'name': 'Yoren'}, {'name': 'Benjen Stark'}]"
1,3,19,0:45:46,0:46:24,"[{'name': 'Daenerys Targaryen', 'title': 'Khaleesi'}, {'name': 'Irri'}]"
1,3,20,0:46:24,0:48:38,"[{'name': 'Jorah Mormont'}, {'name': 'Rakharo'}, {'name': 'Irri'}]"
1,3,21,0:48:38,0:50:41,"[{'name': 'Tyrion Lannister'}, {'name': 'Jon Snow'}, {'name': 'Pypar'}, {'name': 'Grenn'}, {'name': 'Rast'}, {'name': 'Maester Aemon'}, {'name': 'Jeor Mormont'}]"
1,3,22,0:50:41,0:51:30,"[{'name': 'Drogon', 'born': False}, {'name': 'Rhaegal', 'born': False}, {'name': 'Viserion', 'born': False}, {'name': 'Daenerys Targaryen', 'title': 'Khaleesi', 'sex': {'with': ['Khal Drogo'], 'when': 'past', 'type': 'love'}}, {'name': 'Khal Drogo', 'title': 'Khal', 'sex': {'with': ['Daenerys Targaryen'], 'when': 'past', 'type': 'love'}}]"
1,3,23,0:51:30,0:52:32,"[{'name': 'Tyrion Lannister'}, {'name': 'Jon Snow'}]"
1,3,24,0:52:32,0:56:04,"[{'name': 'Arya Stark'}, {'name': 'Syrio Forel'}, {'name': 'Eddard Stark', 'title': 'Hand'}]"
1,4,0,0:01:47,0:02:36,"[{'name': 'Three-Eyed Raven'}, {'name': 'Bran Stark'}]"
1,4,1,0:02:36,0:03:30,"[{'name': 'Bran Stark'}, {'name': 'Summer'}, {'name': 'Old Nan'}, {'name': 'Theon Greyjoy'}, {'name': 'Hodor'}]"
1,4,2,0:03:30,0:05:13,"[{'name': 'Tyrion Lannister'}, {'name': 'Robb Stark'}, {'name': 'Maester Luwin'}, {'name': 'Yoren'}, {'name': 'Grey Wind'}, {'name': 'Hodor'}, {'name': 'Bran Stark'}, {'name': 'Theon Greyjoy'}]"
1,4,3,0:05:13,0:06:40,"[{'name': 'Theon Greyjoy'}, {'name': 'Tyrion Lannister'}]"
1,4,4,0:06:40,0:10:11,"[{'name': 'Jon Snow'}, {'name': 'Grenn'}, {'name': 'Alliser Thorne'}, {'name': 'Samwell Tarly'}, {'name': 'Pypar'}, {'name': 'Rast'}]"
1,4,5,0:10:11,0:11:21,"[{'name': 'Khal Drogo', 'title': 'Khal'}, {'name': 'Jorah Mormont'}, {'name': 'Daenerys Targaryen', 'title': 'Khaleesi'}, {'name': 'Viserys Targaryen'}]"
1,4,6,0:11:21,0:12:17,"[{'name': 'Jorah Mormont'}, {'name': 'Daenerys Targaryen', 'title': 'Khaleesi'}]"
1,4,7,0:12:17,0:17:10,"[{'name': 'Viserys Targaryen', 'sex': {'with': ['Doreah'], 'when': 'present', 'type': 'paid'}}, {'name': 'Doreah', 'sex': {'with': ['Viserys Targaryen'], 'when': 'present', 'type': 'paid'}}]"
1,4,8,0:17:10,0:18:53,"[{'name': 'Sansa Stark'}, {'name': 'Septa Mordane'}]"
1,4,9,0:18:53,0:21:17,"[{'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Petyr Baelish'}, {'name': 'Renly Baratheon'}, {'name': 'Grand Maester Pycelle'}, {'name': 'Janos Slynt'}, {'name': 'Lord Varys'}]"
1,4,10,0:21:17,0:23:42,"[{'name': 'Grand Maester Pycelle'}, {'name': 'Eddard Stark', 'title': 'Hand'}]"
1,4,11,0:23:42,0:25:30,"[{'name': 'Arya Stark'}, {'name': 'Eddard Stark', 'title': 'Hand'}]"
1,4,12,0:25:30,0:27:42,"[{'name': 'Jon Snow'}, {'name': 'Samwell Tarly'}]"
1,4,13,0:27:42,0:29:30,"[{'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Petyr Baelish'}]"
1,4,14,0:29:30,0:30:03,"[{'name': 'Hugh of the Vale'}, {'name': 'Jory Cassel'}]"
1,4,15,0:30:03,0:30:24,"[{'name': 'Jory Cassel'}, {'name': 'Eddard Stark', 'title': 'Hand'}]"
1,4,16,0:30:24,0:32:21,"[{'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Gendry'}, {'name': 'Tobho Mott'}]"
1,4,17,0:32:21,0:32:30,"[{'name': 'Jory Cassel'}, {'name': 'Eddard Stark', 'title': 'Hand'}]"
1,4,18,0:32:30,0:34:27,"[{'name': 'Jaime Lannister'}, {'name': 'Jory Cassel'}]"
1,4,19,0:34:27,0:35:28,"[{'name': 'Jon Snow'}, {'name': 'Pypar'}, {'name': 'Grenn'}, {'name': 'Rast'}]"
1,4,20,0:35:28,0:35:54,"[{'name': 'Rast'}, {'name': 'Jon Snow'}, {'name': 'Grenn'}, {'name': 'Pypar'}, {'name': 'Ghost'}]"
1,4,21,0:35:54,0:37:12,"[{'name': 'Samwell Tarly'}, {'name': 'Alliser Thorne'}, {'name': 'Rast'}, {'name': 'Jon Snow'}, {'name': 'Pypar'}, {'name': 'Grenn'}]"
1,4,22,0:37:12,0:38:33,"[{'name': 'Viserys Targaryen'}, {'name': 'Doreah'}, {'name': 'Daenerys Targaryen', 'title': 'Khaleesi'}, {'name': 'Irri'}]"
1,4,23,0:38:33,0:44:32,"[{'name': 'Samwell Tarly'}, {'name': 'Jon Snow'}, {'name': 'Alliser Thorne'}]"
1,4,24,0:44:32,0:45:38,"[{'name': 'Daenerys Targaryen', 'title': 'Khaleesi'}, {'name': 'Jorah Mormont'}]"
1,4,25,0:45:38,0:49:47,"[{'name': 'Robert Baratheon'}, {'name': 'Cersei Lannister'}, {'name': 'Tommen Baratheon'}, {'name': 'Myrcella Baratheon'}, {'name': 'Barristan Selmy'}, {'name': 'Joffrey Baratheon'}, {'name': 'Sansa Stark'}, {'name': 'Petyr Baelish'}, {'name': 'Septa Mordane'}, {'name': 'Arya Stark'}, {'name': 'Sandor Clegane'}, {'name': 'Gregor Clegane'}, {'name': 'Hugh of the Vale', 'alive': False, 'mannerOfDeath': 'Throat stab', 'killedBy': ['Gregor Clegane']}, {'name': 'Renly Baratheon'}]"
1,4,26,0:49:47,0:51:27,"[{'name': 'Jory Cassel'}, {'name': 'Cersei Lannister'}, {'name': 'Eddard Stark', 'title': 'Hand', 'weapon': [{'action': 'has', 'name': 'Valyrian Steel Dagger'}]}]"
1,4,27,0:51:27,0:54:31,"[{'name': 'Catelyn Stark'}, {'name': 'Rodrik Cassel'}, {'name': 'Marillion'}, {'name': 'Tyrion Lannister'}, {'name': 'Yoren'}, {'name': 'Bronn'}]"
1,5,0,0:01:53,0:02:18,"[{'name': 'Eddard Stark', 'title': 'Hand'}]"
1,5,1,0:02:18,0:02:55,"[{'name': 'Hugh of the Vale', 'alive': False}, {'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Barristan Selmy'}]"
1,5,2,0:02:55,0:03:50,"[{'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Barristan Selmy'}]"
1,5,3,0:03:50,0:06:23,"[{'name': 'Robert Baratheon', 'title': 'King'}, {'name': 'Lancel Lannister'}, {'name': 'Eddard Stark', 'title': 'Hand'}]"
1,5,4,0:06:23,0:10:22,"[{'name': 'Gregor Clegane'}, {'name': 'Joffrey Baratheon'}, {'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Sansa Stark'}, {'name': 'Petyr Baelish'}, {'name': 'Septa Mordane'}, {'name': 'Renly Baratheon'}, {'name': 'Grand Maester Pycelle'}, {'name': 'Loras Tyrell'}, {'name': 'Robert Baratheon', 'title': 'King'}, {'name': 'Sandor Clegane'}, {'name': 'Barristan Selmy'}, {'name': 'Myrcella Baratheon'}, {'name': 'Tommen Baratheon'}]"
1,5,5,0:10:22,0:13:40,"[{'name': 'Marillion'}, {'name': 'Tyrion Lannister'}, {'name': 'Catelyn Stark'}, {'name': 'Rodrik Cassel'}, {'name': 'Bronn'}]"
1,5,6,0:13:40,0:16:15,"[{'name': 'Bran Stark'}, {'name': 'Maester Luwin'}, {'name': 'Theon Greyjoy'}]"
1,5,7,0:16:15,0:17:59,"[{'name': 'Ros', 'sex': {'with': ['Theon Greyjoy'], 'when': 'present', 'type': 'paid'}}, {'name': 'Theon Greyjoy', 'sex': {'with': ['Ros'], 'when': 'present', 'type': 'paid'}}]"
1,5,8,0:17:59,0:18:13,[{'name': 'Arya Stark'}]
1,5,9,0:18:13,0:20:47,"[{'name': 'Lord Varys'}, {'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Jory Cassel'}]"
1,5,10,0:20:47,0:22:17,"[{'name': 'Arya Stark'}, {'name': 'Lord Varys'}, {'name': 'Illyrio Mopatis'}]"
1,5,11,0:22:17,0:25:50,"[{'name': 'Petyr Baelish'}, {'name': 'Lord Varys'}, {'name': 'Renly Baratheon'}]"
1,5,12,0:25:50,0:26:51,[{'name': 'Arya Stark'}]
1,5,13,0:26:51,0:28:35,"[{'name': 'Arya Stark'}, {'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Jory Cassel'}, {'name': 'Yoren'}]"
1,5,14,0:28:35,0:28:50,"[{'name': 'Arya Stark'}, {'name': 'Jory Cassel'}]"
1,5,15,0:28:50,0:29:03,"[{'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Yoren'}]"
1,5,16,0:29:03,0:30:13,"[{'name': 'Catelyn Stark'}, {'name': 'Tyrion Lannister'}, {'name': 'Rodrik Cassel'}, {'name': 'Bronn'}, {'name': 'Vardis Egen'}]"
1,5,17,0:30:13,0:30:31,"[{'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Royal Steward'}]"
1,5,18,0:30:31,0:34:06,"[{'name': 'Robert Baratheon', 'title': 'King'}, {'name': 'Eddard Stark', 'title': 'Hand'}, {'name': 'Renly Baratheon'}, {'name': 'Grand Maester Pycelle'}, {'name': 'Lord Varys'}, {'name': 'Petyr Baelish'}]"
1,5,19,0:34:06,0:34:15,[{'name': 'Eddard Stark'}]
1,5,20,0:34:15,0:35:13,"[{'name': 'Eddard Stark', 'weapon': [{'action': 'has', 'name': 'Valyrian Steel Dagger'}]}, {'name': 'Jory Cassel'}, {'name': 'Petyr Baelish'}]"
1,5,21,0:35:13,0:37:12,"[{'name': 'Catelyn Stark'}, {'name': 'Tyrion Lannister'}, {'name': 'Lysa Arryn'}, {'name': 'Robin Arryn'}, {'name': 'Vardis Egen'}]"
1,5,22,0:37:12,0:37:53,"[{'name': 'Tyrion Lannister'}, {'name': 'Mord'}]"
